Lname,Fname,Freq,Times,Rank,Regiment
HUBBARD,ALBERT,0.0,0,Private,136258
MOYSER,GEORGE WILLIAM,0.0,0,Private,136266
NEIL,JOHN,0.0,0,Private,136267
EBY,ALEXANDER RALPH,0.0,0,Private,13627
ANTHONEY,FREDERICK JAMES,0.0,0,Private,136274
BARNES,WILLIAM ELIJAH,0.0,0,Private,136275
COURT,WILLIAM GILBERT,0.0,0,Private,136278
GRIBBEN,ALEXANDER,0.0,0,Private,136282
PARKER,DUNCAN SMITH,0.0,0,Private,136286
TRACHY,GEORGE FRANCIS,0.0,0,Private,136291
MACARTHUR,JAMES MURDOCK,0.0,0,Private,136297
MILDENHALL,EDGAR JAMES,0.0,0,Private,1363
MCADAM,GEORGE RUPPLE WALLACE,0.0,0,Flight Cadet,136300
BARBER,ERNEST,0.0,0,Private,136305
BRYANT,WALLACE EARL,0.0,0,Private,136316
BUCKBY,EDWARD JOSEPH,0.0,0,Private,136317
BURNS,EDWARD EDWIN,0.0,0,Lance Corporal,136319
GERRY,ALBERT JOHN,0.0,0,Private,13632
COOK,FREDERICK JAMES,0.0,0,Private,136323
HAMILTON,JOHN,0.0,0,Private,136341
JOHNSTON,WILLIAM MCKELVEY,0.0,0,Private,136349
LANE,THOMAS,0.0,0,Private,136355
GORDON,WILLIAM,0.0,0,Private,13636
MCKERRACHER,DAVID,0.0,0,Private,136364
NIVEN,THOMAS MUNRO,0.0,0,Sergeant,136366
OLIVE,CHARLES JOHN,0.0,0,Private,136368
PARKER,SAMUEL,0.0,0,Private,136369
GREEN,CHARLES,0.0,0,Private,13637
SELF,THOMAS WILLIAM,0.0,0,Private,136376
THOMPSON,JOHN THOMAS,0.0,0,Sergeant,136386
HAMILTON,WILLIAM CAMERSON,0.0,0,Private,13639
ENRIGHT,WILLIAM JOSEPH,0.0,0,Corporal,136438
WILKINSON,FREDERICK HOSEA BARTON,0.0,0,Private,136439
HENDERSON,JOHN BARRIE,0.0,0,Private,13644
VANDERVOORT,STANLEY WILLIS,0.0,0,Private,136440
CLARKE,HORACE JAMES,0.0,0,Lance Serjeant,136441
COOPER,ROBERT DAVID,0.0,0,Private,136443
BANFIELD,JOHN HENRY,0.0,0,Lance Corporal,136451
CONLEY,JOSEPH,0.0,0,Private,136454
CLAPPER,WILLIAM ALLAN,0.0,0,Private,136461
EWENS,WILLIAM,0.0,0,Private,136464
GARFUNKLE,HAROLD,0.0,0,Private,136470
HICKS,SEPTIMUS HERBERT,0.0,0,Private,136474
KING,GEORGE,0.0,0,Private,136483
MALIN,GEORGE,0.0,0,Corporal,136492
NOTLEY,WILLIAM JAMES,0.0,0,Corporal,136495
PLUMB,HERBERT,0.0,0,Private,136497
JAMES,THOMAS,0.0,0,Private,13650
REEVES,THOMAS ARTHUR,0.0,0,Sapper,136500
SMITH,FRANK,0.0,0,Private,136504
SIMPSON,JOHN JAMES,0.0,0,Corporal,136512
KING,CHARLES HAROLD,0.0,0,Private,13653
FERGUSON,ERNEST ROBERT JOHN,0.0,0,Private,136539
WOODCOCK,FRANK,0.0,0,Private,136541
CHAPMAN,GEORGE,0.0,0,Private,136550
DOYLE,MAXWELL CHARLES PATRICK,0.0,0,Private,136555
GEIL,MARTIN,0.0,0,Private,136558
JONES,PATRICK AMBROSE,0.0,0,Private,136565
JOYCE,ALBERT ADAMS,0.0,0,Private,136566
LITCHFIELD,OSCAR WILLIAM,0.0,0,Private,13657
LLOYD,ELLWOOD GARDINER,0.0,0,Private,136570
O'KEEFE,HARRY,0.0,0,Private,136576
PAYNE,CHARLES HERBERT,0.0,0,Private,136578
SPEARING,ERNEST JAMES,0.0,0,Lance Corporal,136585
CRAM,WILLIAM ANDERSON,0.0,0,Private,136591
HUGHES,ALFRED CONRAD,0.0,0,Corporal,136597
MASSON,JOHN,0.0,0,Private,13660
MORTON,WILLIAM,0.0,0,Lance Corporal,136606
TORRY,JAMES FINLAY,0.0,0,Private,136609
RIDDINGTON,SIDNEY ERIC,0.0,0,Private,136618
HORNE,BARRON WALTER,0.0,0,Private,136619
BOORMAN,JAMES RICHARD,0.0,0,Private,136621
GALE,JOHN THOMAS,0.0,0,Private,136622
ELDRIDGE,ANTHONY FRANK,0.0,0,Private,136629
EATON,ROBERT,0.0,0,Private,136631
BINSLEY,ERNEST,0.0,0,Private,136637
BARNABY,FREDERICK,0.0,0,Private,136639
SHEDLOCK,CHRISTOPHER,0.0,0,Private,136642
ABBEY,THOMAS,0.0,0,Private,136646
PARM,CHARLES,0.0,0,Private,136647
PURDY,WALTER,0.0,0,Corporal,13674
ROSCOE,ALBERT EDWARD,0.0,0,Private,13678
SHARP,WILLIAM ALBERT,0.0,0,Lance Serjeant,13683
WIGHTWICK,HERBERT,0.0,0,Private,13691
WRIGHT,CLARK,0.0,0,Private,13695
YOUNG,ALFRED SEVERN,0.0,0,Private,13696
FAWCETT,FRED,0.0,0,Corporal,137
ANDREW,ROBERT,0.0,0,Private,13711
ADAMS,FREDERICK,0.0,0,Sergeant,13714
DE LA GORGENDIERE,REGIS FRANCIS FLEURY,0.0,0,Private,13727
WATSON,JAMES FURNESS,0.0,0,Private,13728
DOUGLAS,FRANK CHARLES,0.0,0,Staff Sergeant,13729
ELLIS,GORDON,0.0,0,Private,13734
FERGUSON,ALEXANDER,0.0,0,Private,13736
FIELD,JOHN WESLEY,0.0,0,Private,13738
NICHOL,WILLIAM,0.0,0,Private,1374
FRYER,NORMAN MOODY,0.0,0,Private,13740
HUNTER,ALEXANDER,0.0,0,Private,13746
HAMMAN,EDWARD CHARLES,0.0,0,Private,13749
JONES,WILLIAM LESLIE,0.0,0,Corporal,13752
KEEN,CEDRIC MORESBY,0.0,0,Private,13753
KING,EDWARD,0.0,0,Corporal,13756
MUNDLE,ERNEST RANSON,0.0,0,Private,13759
MACDONALD,PETER GEORGE,0.0,0,Private,13763
RICKETTS,JOHN ALBERT,0.0,0,Private,13771
MACINTYRE,ERNEST CAMPBELL,0.0,0,Private,13774
MARKLE,ARTHUR ARRISON,0.0,0,Private,13776
MURRAY,THOMAS,0.0,0,Private,13777
MURRAY,ALLAN,0.0,0,Private,13779
MCIVOR,DANIEL,0.0,0,Company Sergeant Major,13783
PATERSON,ARCHIBALD LAUGHLAN,0.0,0,Private,13791
QUARTERMAN,REGINALD,0.0,0,Private,13792
ROSS,ANDREW,0.0,0,Private,13796
SAINT,WILLIAM DOUGLAS,0.0,0,Private,13798
JACKSON,HARRY,0.0,0,Lance Corporal,138
BARON,LAWSON,0.0,0,Private,138004
CONWAY,MICHAEL,0.0,0,Private,138009
DORBY,THOMAS,0.0,0,Private,138011
SARGENT,PERCY JAMES,0.0,0,Lance Corporal,13802
SIME,WALTER FRANCIS,0.0,0,Private,138028
STONE,WALTER,0.0,0,Sergeant,13803
MANSON,WILLIAM ALEXANDER,0.0,0,Private,138037
PARSONS,GEORGE,0.0,0,Private,138104
ANNAN,ARCHIBALD MCFAYDEN,0.0,0,Private,138112
ARNOLD,EDWIN GEORGE,0.0,0,Private,138114
ASHTON,LAWRENCE,0.0,0,Private,138116
BARCLAY,CHARLES ANDREW,0.0,0,Private,138122
BLANCHE,JOHN,0.0,0,Private,138128
ALLARDYCE,JACK HARRIS,0.0,0,Private,13813
BOGIE,DUNCAN,0.0,0,Private,138130
BULLOCK,WILLIAM PERCIVAL JAMES,0.0,0,Private,138135
CHIDDENTON,ALBERT,0.0,0,Private,138143
CROSS,ALFRED,0.0,0,Private,138150
CRESSWELL,WALTER,0.0,0,Lance Corporal,138155
KIDD,JOHN TYRWHITT HERMAN,0.0,0,Corporal,138165
DALY,ROBERT,0.0,0,Sapper,138185
GORE,SAMUEL,0.0,0,Private,13819
ELLIS,SIDNEY GIBSON,0.0,0,Private,138193
PEPPER,HAROLD,0.0,0,Private,1382
SUTHERLAND,JOHN,0.0,0,Private,1382
GOODMAN,HAROLD VICTOR,0.0,0,Private,138201
LAWSON,GEORGE ROBERT,0.0,0,Private,138211
KENNY,CYRIL BERTRAM,0.0,0,Bombardier,13822
BRADLEY,GEORGE,0.0,0,Private,138258
FONTAINE,LOUIS,0.0,0,Private,138261
DARBY,ERNEST PAGE,0.0,0,Private,138265
FRASER,WILLIAM ROBERT,0.0,0,Private,138281
GARBUTT,PERCY,0.0,0,Private,138286
GILLMORE,STEPHEN ARTHUR,0.0,0,Private,138287
GRANT,FREDERICK,0.0,0,Private,138293
GROVES,ALBERT,0.0,0,Private,138295
HEAD,CHARLES RICHARD,0.0,0,Private,138298
HEALEY,ALMER,0.0,0,Private,138299
HEWETT,JAMES PATRICK,0.0,0,Private,138300
ATKINS,WALTER,0.0,0,Private,138302
HEARN,RICHARD,0.0,0,Private,138308
STEWART,WILLIAM STANLEY,0.0,0,Quartermaster Sergeant,138331
MACLACHLAN,CHARLES REID,0.0,0,Private,138342
PRIESTLY,ORLEY,0.0,0,Private,138375
BROWNE,WILLIAM VINCENT,0.0,0,Private,138377
INGRAM,ALEXANDER,0.0,0,Private,138382
BERRINGTON,ARTHUR,0.0,0,Private,138385
HUTSON,WILLIAM,0.0,0,Private,138413
HORNE,DAVID,0.0,0,Lance Serjeant,138455
IRWIN,ARTHUR PERCY,0.0,0,Sergeant,138457
KELLY,WILLIAM WESLEY,0.0,0,Private,138464
KEOGH,VINCENT AUGUSTUS,0.0,0,Sapper,138468
LAKER,FREDERICK JAMES,0.0,0,Private,138473
LUPSON,JOHN HERBERT,0.0,0,Private,138484
MACCALLUM,MALCOLM,0.0,0,Private,138486
MCDONALD,ARCHIE ALLAN,0.0,0,Private,138490
MCKENNA,WILLIAM DOMINICK,0.0,0,Private,138491
CHADWICK,PERCY EDWARD,0.0,0,Private,13850
MCVEAN,ALEXANDER,0.0,0,Company Sergeant Major,138507
CLARK,GEORGE ARTHUR,0.0,0,Lance Corporal,138509
LANGLEY,HUGH ALFRED,0.0,0,Company Sergeant Major,138511
APPLETON,WILLIAM CHARLES,0.0,0,Lance Corporal,138517
BAMBLETT,HENRY WALTER,0.0,0,Lance Corporal,138520
BARKER,WILLIAM ALBERT,0.0,0,Private,138522
BROWN,WALTER GORDON,0.0,0,Corporal,138524
BLOOD,FRANK,0.0,0,Private,138534
BETTS,ERNEST GEORGE,0.0,0,Lance Corporal,138535
BRUNTON,GEORGE WILLIAM,0.0,0,Lance Corporal,138536
BEARNE,FRANK ALFRED,0.0,0,Private,138538
HASLEDON,GEORGE BEVERLEY,0.0,0,Private,138541
COUPERTHWAITE,GEORGE,0.0,0,Private,138552
CUNLIFFE,HARRY,0.0,0,Private,138553
COOK,ERNEST BENJAMIN,0.0,0,Private,138555
DUFFIE,JOSEPH BUCHANAN,0.0,0,Private,138559
EVE,ALBERT LEWIS,0.0,0,Corporal,138561
ELLET,THOMAS,0.0,0,Private,138565
ELSON,ARTHUR,0.0,0,Private,138566
FLETCHER,FREDERICK,0.0,0,Lance Corporal,138571
FANNING,STEPHEN,0.0,0,Private,138573
GAW,ADAM,0.0,0,Sergeant,138579
GREEN,JOHN FREDERICK,0.0,0,Private,138580
GOULD,JAY FAIRCLOUGH COUPLER,0.0,0,Private,138585
GREENAWAY,JAMES RICHARD,0.0,0,Private,138590
HARRISON,FREDERICK JAMES,0.0,0,Private,138600
HAYLETT,HENRY,0.0,0,Private,138604
JOHNSTON,GEORGE EDWARD,0.0,0,Private,138614
KING,JOHN,0.0,0,Private,138619
KALIHAR,DENNIS,0.0,0,Private,138620
LENNON,WILLIAM,0.0,0,Private,138625
MARSH,FREDERICK,0.0,0,Corporal,138633
MCCARTEN,ROBERT JOHN,0.0,0,Private,138635
MCRAE,JOHN MURDO,0.0,0,Private,138642
MACMILLAN,WILLIAM,0.0,0,Private,138644
JOHNSON,STANLEY FRED,0.0,0,Private,13865
MARTIN,HAROLD EUSTACE,0.0,0,Corporal,138650
OGIER,WILLIAM VERNER,0.0,0,Private,138656
PENFOUND,WILLIAM GEORGE,0.0,0,Corporal,138659
ROBBINS,ERNEST VICTOR,0.0,0,Private,138676
REYNOLDS,JOHN JOSEPH,0.0,0,Private,138681
RICKETTS,HENRY JOSEPH,0.0,0,Private,138684
SMITH,JOSEPH,0.0,0,Private,138689
STURGES,JAMES NORMAN,0.0,0,Private,138690
SIMPSON,JOHN ALEXANDER,0.0,0,Private,138694
STEWART,WILLIAM CLARK,0.0,0,Private,138697
TURLEY,ERNEST GEORGE,0.0,0,Private,138715
WHEELER,SAMUEL RICHARD,0.0,0,Private,138717
WALLWORK,JOHN HERBERT,0.0,0,Private,138718
WILKINS,FRANK,0.0,0,Private,138723
WOOD,GEORGE WILLIAM,0.0,0,Private,138724
WHITEHEAD,DAVID,0.0,0,Private,138728
BROADHEAD,RICHARD EDWIN BOWEN,0.0,0,Private,138741
NEWTON,ERNEST DWYER,0.0,0,Private,138742
BEXON,FRANK,0.0,0,Private,138750
THOMPSON,GEORGE HENRY,0.0,0,Private,138752
LUSH,FREDERICK JOHN,0.0,0,Private,138758
LUSH,ALFRED WILLIAM,0.0,0,Private,138759
JAMES,DONALD,0.0,0,Private,138760
HEARD,NEWTON ARTHUR,0.0,0,Private,138768
WALTHO,FRANK,0.0,0,Private,138771
TROYER,WILLIAM STANLEY,0.0,0,Private,138778
MIDDLETON,JOHN,0.0,0,Lance Corporal,138780
PERKINS,JOHN WILLIAM,0.0,0,Private,138782
ANDREWS,GERHARDT HEINTZMAN,0.0,0,Private,138783
MORGAN,WALTER OSBORNE,0.0,0,Private,138927
NOLAN,JAMES FRANCIS,0.0,0,Private,138930
PARKER,ISAAC,0.0,0,Private,138932
PITMAN,ERNEST,0.0,0,Private,138940
QUAYLE,GEORGE,0.0,0,Sergeant,138945
REGAN,DANIEL,0.0,0,Private,138946
SEARLE,WILLIAM JAMES,0.0,0,Private,138963
SMITH,FREDERICK WILLIAM,0.0,0,Private,138969
SMITH,THOMAS STANLEY,0.0,0,Private,138972
SPRATLIN,FREDERICK JOHN,0.0,0,Lance Corporal,138974
TERNENT,JAMES ALLAN,0.0,0,Private,138982
WILSON,JOHN,0.0,0,Private,138996
FRISEE,LEON,0.0,0,Private,139
POLLARD,FREDERICK,0.0,0,Private,1390
ADAMSON,GEORGE,0.0,0,Private,139002
ALLEN,JOHN,0.0,0,Private,139007
ARDING,VICTOR ALVUS,0.0,0,Sergeant,139008
ARDING,JOHN,0.0,0,Corporal,139009
BURSE,SIDNEY,0.0,0,Private,139009
BARNES,CHARLES EDWARD,0.0,0,Private,139016
BARR,THOMAS,0.0,0,Private,139017
BLACK,RICHARD,0.0,0,Private,139022
CLIFFORD,WALTER,0.0,0,Private,139044
COLGAN,MATTHEW,0.0,0,Private,139045
COLQUHOUN,WILLIAM,0.0,0,Private,139046
COX,JOHN HENRY,0.0,0,Private,139047
CULVER,HAROLD JOHN,0.0,0,Private,139054
CUTHBERT,MILTON LUTHER,0.0,0,Battery Quartermaster Sergeant,139058
DAY,EDWARD,0.0,0,Private,139063
DOUGLAS,JAMES,0.0,0,Private,139067
DUTHIE,ALEX,0.0,0,Private,139073
ELMER,ERNEST,0.0,0,Private,139075
FRANCE,LAWRENCE FREDERICK,0.0,0,Lance Corporal,139082
GORDON,WILLIAM,0.0,0,Private,139086
GREER,JAMES,0.0,0,Private,139089
GRIGG,ALFRED GEORGE,0.0,0,Lance Corporal,139091
HAXTON,JAMES,0.0,0,Sergeant,139100
HILL,HERBERT FRANKLIN,0.0,0,Private,139106
HOLDER,THOMAS,0.0,0,Private,139108
HUGHES,EDWARD,0.0,0,Lance Corporal,139112
HUNT,WILLIAM FREDERICK,0.0,0,Lance Corporal,139115
HUNT,WILLIAM JARMAN,0.0,0,Private,139116
JACKSON,WALTER WILLIAM,0.0,0,Corporal,139117
JONES,RICHARD ELMOR,0.0,0,Driver,139122
JOYCE,WALTER,0.0,0,Private,139123
KELLY,ALPHONSE PATRICK,0.0,0,Private,139125
KEMP,WILLIAM HENRY,0.0,0,Private,139127
HOOD,ROBERT,0.0,0,Private,139150
MCLEOD,ROBERT KIRKWOOD,0.0,0,Lance Corporal,139153
PORTER,RALPH WALTER,0.0,0,Private,139162
ROWLEY,HAROLD,0.0,0,Sergeant,139170
SAMSON,WILLIAM ALFRED,0.0,0,Private,139175
SAUNDERS,RICHARD PEARSON,0.0,0,Private,139176
SILK,WALTER FREDERICK,0.0,0,Private,139182
SMITH,JOHN MICHAEL,0.0,0,Private,139183
TRANTER,MOSES,0.0,0,Lance Corporal,139196
VIDAMOUR,THOMAS WALTER,0.0,0,Sergeant,139199
WALL,COLUMB JOSEPH,0.0,0,Private,139200
WILSON,WILBERT JOHN,0.0,0,Private,139215
WRAGG,HARRY,0.0,0,Private,139219
MITCHELL,JAMES,0.0,0,Sergeant,139221
TIGHE,GEORGE ERNEST,0.0,0,Private,139224
MCMEEKIN,JAMES,0.0,0,Private,139225
MCCARTHY,GEORGE EDWARD,0.0,0,Corporal,139230
HARRISON,PERCY WILLIAM,0.0,0,Private,139234
SMITH,ALBERT EDWARD,0.0,0,Private,139241
TOMPSETT,FREDERICK,0.0,0,Private,139242
GRADY,JOHN JAMES,0.0,0,Private,139246
CHALLENGER,REGINALD WILLIAM,0.0,0,Private,139261
CHALUE,JOSEPH GONZAGUE,0.0,0,Private,139270
PRICE,JOHN HUGHES,0.0,0,Private,1393
WRIGHT,ARCHIBALD MUIR,0.0,0,Pioneer,139426
WRIGHT,WILLIAM CHARLES,0.0,0,Private,139427
LELAND,BERT,0.0,0,Private,139430
LUDFORD,FREDERICK THOMAS,0.0,0,Private,139431
SMITH,ABRAM,0.0,0,Corporal,139436
MATTHEWS,JAMES,0.0,0,Private,139447
AINGER,DENNIS,0.0,0,Private,139507
BENTHAM,ROBERT,0.0,0,Private,139510
RYALL,DAVID,0.0,0,Private,139510
BROWNLEE,GEORGE,0.0,0,Private,139515
BOSTON,JOHN JOSEPH,0.0,0,Private,139521
BATEMAN,RUSSELL ALBERT,0.0,0,Private,139522
BROWNE,JAMES,0.0,0,Private,139527
BAIRD,DAVID,0.0,0,Lance Corporal,139530
PALMER,FREDERICK EDWARD,0.0,0,Private,139532
CLARK,ALBERT,0.0,0,Private,139540
CANN,ALFRED JOHN,0.0,0,Private,139543
CARTWRIGHT,THOMAS,0.0,0,Sergeant,139547
DEFOE,HAROLD WILFRED,0.0,0,Private,139548
CRISP,CHARLES GEORGE,0.0,0,Sergeant,139549
COTTRILL,ALBERT,0.0,0,Private,139556
FERGUSON,CALVIN,0.0,0,Private,139576
FITZPATRICK,JAMES,0.0,0,Private,139577
GORDON,ELMER,0.0,0,Private,139580
GIFFEN,THOMAS ALEXANDER,0.0,0,Private,139583
GILL,WILLIAM,0.0,0,Private,139585
GARDINER,BENJAMIN WALTER,0.0,0,Sergeant,139586
HUTCHINSON,MILTON,0.0,0,Private,139592
HICKS,VICTOR,0.0,0,Private,139596
HUGHES,LESLIE JAMES,0.0,0,Private,139603
HUMPHREYS,MARK,0.0,0,Private,139606
HAMILTON,WILLIAM,0.0,0,Private,139607
JARVIS,FRED HENRY,0.0,0,Private,139610
JONES,WILLIAM,0.0,0,Private,139612
KYNASTON,HAMPDEN ALGERNON,0.0,0,Private,139618
LABRECQUE,JOSEPH ARTHUR,0.0,0,Private,139621
MCCRAW,JAMES ALEXANDER LEITCH,0.0,0,Private,139630
MACECHERN,HECTOR GEORGE,0.0,0,Sergeant,139637
MURPHY,DAVID AIREL,0.0,0,Private,139641
MCCLURE,DAVID,0.0,0,Lance Corporal,139643
MCDONALD,JOHN,0.0,0,Private,139644
OAKES,ALBERT,0.0,0,Private,139651
PEASLEY,FREDERICK,0.0,0,Private,139657
PHILLIPS,JAMES THOMPSON,0.0,0,Private,139660
SMYTH,ALEXANDER,0.0,0,Company Sergeant Major,139677
SMALL,JAMES MAURICE,0.0,0,Private,139685
SINCLAIR,RUBEN,0.0,0,Private,139694
SPAUL,THOMAS HENRY,0.0,0,Private,139697
TAYLOR,GEORGE,0.0,0,Private,139700
WESTON,FRANCIS WARWICK,0.0,0,Private,139704
WESLEY,FREDERICK JOHN,0.0,0,Private,139709
WILSON,HUMPHREY,0.0,0,Lance Corporal,139710
WILCOX,JAMES,0.0,0,Sergeant,139712
WAKE,CLAYSON,0.0,0,Private,139715
CRAWFORD,THOMAS,0.0,0,Private,139741
ROBINSON,WILLIAM JOHN,0.0,0,Private,139747
ARROWSMITH,FREDERICK WILLIAM,0.0,0,Private,139754
MACAULEY,WILLIAM HENRY,0.0,0,Private,139755
NICOL,JOHN,0.0,0,Corporal,139773
ROBINSON,GEORGE ALBERT,0.0,0,Private,139788
MIDDLETON,ALFRED,0.0,0,Private,139791
KRSTEFF,VANGEL,0.0,0,Private,139927
PICKUP,THOMAS,0.0,0,Private,139932
KELLEY,JAMES,0.0,0,Private,139934
WOODROOFFE,JOHN,0.0,0,Private,14
ALEXANDER,DAVID ARTHUR HENRY,0.0,0,Private,1400
ALLAN,LEONARD STEPHEN,0.0,0,Corporal,140001
PARKHOUSE,ARTHUR,0.0,0,Private,140009
BANKS,JOHN WILFRED,0.0,0,Private,140010
BLACK,WILLIAM,0.0,0,Private,140017
BLAKE,ALBERT JAMES,0.0,0,Private,140018
BOY,MATTHEW,0.0,0,Private,140021
BRIGGS,GEORGE,0.0,0,Private,140024
BROWN,ARTHUR,0.0,0,Private,140026
CLARKE,ANDREW WALKER,0.0,0,Private,140039
COLLIER,ERNEST,0.0,0,Private,140044
CRANE,WILLIAM,0.0,0,Private,140048
CRANKSHAW,EDWARD,0.0,0,Private,140049
CRICK,ALBERT VICTOR,0.0,0,Private,140050
CROFT,WILLIAM CHARLES,0.0,0,Private,140051
CURTIS,HENRY,0.0,0,Private,140053
CUYLER,CHARLES HENRY OLIVER,0.0,0,Private,140054
DAKE,EARL,0.0,0,Private,140056
DODGSON,CECIL EDGAR,0.0,0,Private,140059
DOUGHERTY,EDWARD,0.0,0,Private,140061
DUFF,HAROLD DICKSON,0.0,0,Private,140063
ENGLAND,ALBERT,0.0,0,Private,140070
ENRIGHT,ALBERT EDWARD,0.0,0,Private,140071
FARMER,ABRAHAM,0.0,0,Private,140072
FENN,FREDERICK,0.0,0,Private,140076
FISHER,DANIEL WEAR,0.0,0,Private,140077
GRAHAM,GEORGE FOSTER,0.0,0,Private,140086
GRAY,ALFRED JUDGE,0.0,0,Private,140087
HIGGINS,MICHAEL JOSEPH,0.0,0,Private,140096
IRVING,JOHN EDWARD,0.0,0,Private,140101
LANCHETTI,FRANK,0.0,0,Private,140119
LANTZ,FRED,0.0,0,Trooper,140121
LEWIS,HAROLD,0.0,0,Private,140122
MCDONALD,JOHN,0.0,0,Private,140129
MAKEPEACE,LIONEL EDGAR,0.0,0,Private,140133
MCBURNEY,JAMES,0.0,0,Private,140139
MCFARLAND,WALTER,0.0,0,Private,140141
MCMECHAN,ARTHUR,0.0,0,Private,140145
MACMILLAN,HUGH,0.0,0,Corporal,140146
MILLER,HERBERT LEWIS,0.0,0,Private,140148
NEWBY,JOHN,0.0,0,Private,140158
O'HANLEY,THOMAS,0.0,0,Company Sergeant Major,140164
OWEN,ERNEST PERCY,0.0,0,Private,140166
PAGE,GEORGE CHARLES,0.0,0,Private,140167
POTTERTON,DAVID,0.0,0,Private,140172
SANDERS,THOMAS HARRY,0.0,0,Private,140180
SMITH,EDWARD,0.0,0,Private,140188
THOMAS,WILLIAM,0.0,0,Private,140200
WARD,JOHN WILLIAM,0.0,0,Private,140210
WILKINSON,JOHN FARRAR,0.0,0,Corporal,140212
WITHAM,THOMAS,0.0,0,Lance Corporal,140215
COOPER,JAMES RUSSELL,0.0,0,Private,140217
WHEELER,THOMAS,0.0,0,Private,140222
DRISCOLL,DENNIS,0.0,0,Private,140228
FRYDAY,NEVILLE NICHOLAS,0.0,0,Private,140229
HUTCHINSON,WILLIAM FREDERICK,0.0,0,Private,140232
TIDD,ARTHUR WILLIAM,0.0,0,Private,140240
WATSON,CHARLES JOSEPH,0.0,0,Private,140245
STETHEM,HERBERT ARTHUR,0.0,0,Lance Corporal,1405
ALFORD,ROBERT AZOFF,0.0,0,Private,140501
DONOGHUE,JOHN JOSEPH,0.0,0,Private,140518
COLES,CHARLES EDWARD,0.0,0,Private,140532
ORR,WILLIAM JOHN,0.0,0,Private,140545
SOBOTA,VOR,0.0,0,Private,140552
TAYLOR,THOMAS,0.0,0,Private,140557
LEWIS,WILLIAM JAMES,0.0,0,Private,140578
NICLEY,CHARLES,0.0,0,Private,140583
GARDNER,NAPOLEAN JOSEPH,0.0,0,Private,140596
BROWN,JAMES,0.0,0,Sergeant,1406
CURTIS,REGINALD,0.0,0,Private,140602
BLACKBURN,GEORGE,0.0,0,Private,140607
CORDIE,WILLIAM ERNEST,0.0,0,Private,140633
BARTON-TALES,CHARLES,0.0,0,Private,140637
MCKIMMIE,ALFRED,0.0,0,Sergeant,1407
SHERRATT,GEORGE AARON,0.0,0,Private,1408
PARKINSON,ALEXANDER,0.0,0,Sergeant,1410
GEORGE,REGINALD WILLIAM,0.0,0,Sergeant,141001
TURTON,GEORGE SIDNEY,0.0,0,Private,141008
FITZSIMMONS,WILLIAM JOHN,0.0,0,Private,141014
LIEB,HARRY,0.0,0,Sergeant,141018
JULIAN,DAVID GEORGE,0.0,0,Private,141023
MARQUIS,ALEXANDRE,0.0,0,Private,141024
WOODCROFT,LEO LEVI,0.0,0,Private,141026
HELLIWELL,HARRY,0.0,0,Private,141029
HARRISON,WILLIAM,0.0,0,Private,141035
DIXON,KENNETH CAMERON,0.0,0,Guardsman,14104
ARCHER,THOMAS,0.0,0,Private,141043
GRAY,GEORGE,0.0,0,Private,141046
LEWIS,HENRY,0.0,0,Private,141048
KIDD,JOSEPH HENRY,0.0,0,Private,141067
MCDONALD,NEIL,0.0,0,Private,141069
SHORROCK,JAMES,0.0,0,Sergeant,141073
SMITH,ALFRED,0.0,0,Private,141074
FINNETT,GEORGE THOMAS,0.0,0,Private,141077
SEALES,CHARLES JOSEPH,0.0,0,Private,141081
BURTON,ARNOLD MORLEY,0.0,0,Private,141084
CHAPMAN,JAMES WINNING,0.0,0,Private,141087
DOWNTON,CLIFFORD HENRY,0.0,0,Lance Corporal,141088
GRAHAM,JOHN,0.0,0,Sergeant,141090
JAGO,CHARLES,0.0,0,Sergeant,141092
MACKAY,ANGUS,0.0,0,Lance Corporal,141095
MOSS,ALBERT EDWARD,0.0,0,Private,141098
FARDEN,FRED,0.0,0,Sergeant,1411
RICE,FREDERICK,0.0,0,Private,141102
STOCKDALE,HARRY,0.0,0,Private,141105
RUTHERFORD,THOMAS,0.0,0,Lance Serjeant,141116
HANSFORD,FREDERICK AUGUSTUS,0.0,0,Sapper,141125
ALLEN,STANLEY EDISON,0.0,0,Private,141136
ALLAN,EDWARD JERSEY,0.0,0,Private,141137
ANGOVE,SAMUEL EDWARD,0.0,0,Private,141139
BECKETT,WILLIAM HENRY,0.0,0,Private,141151
BOARDMAN,ALBERT EDWIN,0.0,0,Private,141156
BRADFIELD,JOHN,0.0,0,Private,141157
BAIRD,WILLIAM ROSS,0.0,0,Lance Serjeant,141158
BEACH,JOHN FREDERICK,0.0,0,Sapper,141162
BARNES,JOHN,0.0,0,Private,141169
COWAN,GEORGE,0.0,0,Private,141174
DUNK,GEORGE ALFRED,0.0,0,Private,141183
DE JERSEY,JOHN HENRY,0.0,0,Private,141185
ELLIS,CHARLES GEORGE,0.0,0,Private,141190
GILSON,ALLEN,0.0,0,Corporal,141196
MCKINNON,JOHN,0.0,0,Private,1412
GARLAND,LEONARD HERBERT,0.0,0,Private,141200
GUEST,REGINALD,0.0,0,Sergeant,141203
HUTCHEON,ARCHIBALD WILLIAM,0.0,0,Private,141218
HODKINSON,JOHN,0.0,0,Private,141222
KENWARD,HENRY THOMAS,0.0,0,Private,141229
