Lname,Fname,Freq,Times
CONOVALENKO,null,1.608762E-6,1,null
CONOVER,null,1.4478857E-5,9,null
CONOWAY,null,1.608762E-6,1,null
CONPAGNA,null,1.608762E-6,1,null
CONPTOIS,null,1.608762E-6,1,null
CONQUER,null,8.043809E-6,5,null
CONQUERGOOD,null,3.217524E-6,2,null
CONQUEST,null,6.435048E-6,4,null
CONRAD,null,1.4317982E-4,89,null
CONRADE,null,1.608762E-6,1,null
CONRAN,null,1.608762E-6,1,null
CONRAN-SMITH,null,3.217524E-6,2,null
CONRICK,null,3.217524E-6,2,null
CONRIE,null,1.608762E-6,1,null
CONROD,null,3.2175238E-5,20,null
CONRON,null,8.043809E-6,5,null
CONROY,null,1.4317982E-4,89,null
CONRUYT,null,1.608762E-6,1,null
CONRY,null,1.608762E-6,1,null
CONSACK,null,1.608762E-6,1,null
CONSAUL,null,1.608762E-6,1,null
CONSEDINE,null,1.608762E-6,1,null
CONSENTINO,null,1.608762E-6,1,null
CONSENZO,null,3.217524E-6,2,null
CONSIDINE,null,6.435048E-6,4,null
CONSIER,null,1.608762E-6,1,null
CONSIGNEY,null,1.608762E-6,1,null
CONSIGNY,null,1.608762E-6,1,null
CONSILLEM,null,1.608762E-6,1,null
CONSITT,null,4.826286E-6,3,null
CONSORTI,null,1.608762E-6,1,null
CONSTABLE,null,5.6306668E-5,35,null
CONSTANT,null,2.7348953E-5,17,null
CONSTANTIN,null,1.1261333E-5,7,null
CONSTANTINE,null,1.7696382E-5,11,null
CONSTANTINEAU,null,2.413143E-5,15,null
CONSTANTINO,null,3.217524E-6,2,null
CONSTANZO,null,1.608762E-6,1,null
CONSTERDINE,null,1.608762E-6,1,null
CONSUL,null,1.608762E-6,1,null
CONTAIS,null,1.608762E-6,1,null
CONTANT,null,2.7348953E-5,17,null
CONTI,null,1.608762E-6,1,null
CONTIN,null,6.435048E-6,4,null
CONTINI,null,3.217524E-6,2,null
CONTOIS,null,1.4478857E-5,9,null
CONTON,null,1.608762E-6,1,null
CONTONI,null,1.608762E-6,1,null
CONTOR,null,1.608762E-6,1,null
CONTRE,null,1.608762E-6,1,null
CONTRYMAN,null,1.608762E-6,1,null
CONVAS,null,1.608762E-6,1,null
CONVERSE,null,6.435048E-6,4,null
CONVERY,null,1.7696382E-5,11,null
CONVEY,null,6.435048E-6,4,null
CONVILLE,null,3.217524E-6,2,null
CONVONY,null,1.608762E-6,1,null
CONVOY,null,1.608762E-6,1,null
CONWAY,null,2.3327049E-4,145,null
CONWAY-BROWN,null,1.608762E-6,1,null
CONWELL,null,4.826286E-6,3,null
CONY,null,1.608762E-6,1,null
CONYAN,null,1.608762E-6,1,null
CONYARD,null,1.608762E-6,1,null
CONYBEARE,null,1.608762E-6,1,null
CONYERS,null,9.652572E-6,6,null
COO,null,4.826286E-6,3,null
COOCH,null,4.826286E-6,3,null
COODE,null,1.608762E-6,1,null
COODSY,null,1.608762E-6,1,null
COOGAN,null,8.043809E-6,5,null
COOIL,null,1.608762E-6,1,null
COOK,null,0.0014317981,890,null
COOKE,null,5.212389E-4,324,null
COOKES,null,3.217524E-6,2,null
COOKLYN,null,1.608762E-6,1,null
COOKMAN,null,8.043809E-6,5,null
COOKO,null,3.217524E-6,2,null
COOKSEY,null,9.652572E-6,6,null
COOKSLEY,null,1.608762E-6,1,null
COOKSON,null,4.6654095E-5,29,null
COOL,null,2.2522667E-5,14,null
COOLAN,null,1.608762E-6,1,null
COOLE,null,1.1261333E-5,7,null
COOLEDGE,null,1.608762E-6,1,null
COOLEN,null,3.5392764E-5,22,null
COOLEY,null,3.2175238E-5,20,null
COOLICAN,null,1.608762E-6,1,null
COOLIDGE,null,8.043809E-6,5,null
COOLIGAN,null,3.217524E-6,2,null
COOLIN,null,6.435048E-6,4,null
COOLING,null,2.0913905E-5,13,null
COOLS,null,3.217524E-6,2,null
COOMB,null,1.2870096E-5,8,null
COOMBE,null,2.7348953E-5,17,null
COOMBER,null,3.5392764E-5,22,null
COOMBES,null,5.1480383E-5,32,null
COOMBS,null,8.848191E-5,55,null
COOMER,null,1.608762E-6,1,null
COOMES,null,1.608762E-6,1,null
COOMS,null,1.608762E-6,1,null
COON,null,3.2175238E-5,20,null
COONAN,null,6.435048E-6,4,null
COONE,null,1.608762E-6,1,null
COONES,null,1.4478857E-5,9,null
COONEY,null,1.12613336E-4,70,null
COONFARE,null,1.608762E-6,1,null
COONFER,null,1.608762E-6,1,null
COONS,null,1.6087619E-5,10,null
COONSE,null,1.608762E-6,1,null
COOP,null,9.652572E-6,6,null
COOPE,null,1.2870096E-5,8,null
COOPER,null,0.0013529689,841,null
COOPER-COLE,null,1.608762E-6,1,null
COOPER-PRICHARD,null,1.608762E-6,1,null
COOPER-SMITH,null,1.608762E-6,1,null
COOPMAN,null,1.608762E-6,1,null
COOPPER,null,1.608762E-6,1,null
COOPS,null,6.435048E-6,4,null
COOROS,null,1.608762E-6,1,null
COOTE,null,3.3784003E-5,21,null
COOTER,null,6.435048E-6,4,null
COOTES,null,4.826286E-6,3,null
COOTS,null,6.435048E-6,4,null
COOTT,null,1.608762E-6,1,null
COOVER,null,3.217524E-6,2,null
COPAN,null,6.435048E-6,4,null
COPAS,null,4.826286E-6,3,null
COPE,null,1.12613336E-4,70,null
COPEGOG,null,1.608762E-6,1,null
COPEK,null,1.608762E-6,1,null
COPELAN,null,1.608762E-6,1,null
COPELAND,null,1.5926744E-4,99,null
COPEMAN,null,2.7348953E-5,17,null
COPEN,null,3.217524E-6,2,null
COPERTINEAU,null,1.608762E-6,1,null
COPES,null,1.608762E-6,1,null
COPESTAKE,null,1.608762E-6,1,null
COPESTICK,null,1.608762E-6,1,null
COPIN,null,1.608762E-6,1,null
COPITHORNE,null,3.217524E-6,2,null
COPLAND,null,2.2522667E-5,14,null
COPLESTON,null,3.217524E-6,2,null
COPLESTONE,null,1.608762E-6,1,null
COPLEY,null,2.413143E-5,15,null
COPLIN,null,1.608762E-6,1,null
COPNELL,null,1.608762E-6,1,null
COPNER,null,1.608762E-6,1,null
COPP,null,7.882933E-5,49,null
COPPARD,null,4.826286E-6,3,null
COPPE,null,1.608762E-6,1,null
COPPELL,null,6.435048E-6,4,null
COPPEN,null,1.1261333E-5,7,null
COPPENS,null,3.217524E-6,2,null
COPPER,null,4.826286E-6,3,null
COPPERMAN,null,1.608762E-6,1,null
COPPERTHWAITE,null,6.435048E-6,4,null
COPPICK,null,1.608762E-6,1,null
COPPICOG,null,1.608762E-6,1,null
COPPIER,null,1.608762E-6,1,null
COPPIN,null,2.0913905E-5,13,null
COPPING,null,4.826286E-5,30,null
COPPINGER,null,6.435048E-6,4,null
COPPINS,null,8.043809E-6,5,null
COPPLE,null,1.608762E-6,1,null
COPPLEMAN,null,1.608762E-6,1,null
COPPLESTONE,null,3.217524E-6,2,null
COPPLEY,null,1.608762E-6,1,null
COPPLIN,null,1.608762E-6,1,null
COPPLO,null,1.608762E-6,1,null
COPPOCK,null,1.1261333E-5,7,null
COPPOGE,null,1.608762E-6,1,null
COPPORD,null,1.608762E-6,1,null
COPPS,null,3.217524E-6,2,null
COPPWAY,null,1.608762E-6,1,null
COPS,null,3.217524E-6,2,null
COPSEY,null,4.826286E-6,3,null
COPSON,null,4.826286E-6,3,null
COPUS,null,3.217524E-6,2,null
CORAHE,null,1.608762E-6,1,null
CORAM,null,1.4478857E-5,9,null
CORAY,null,1.608762E-6,1,null
CORBAGA,null,1.608762E-6,1,null
CORBEAU,null,4.826286E-6,3,null
CORBEIL,null,1.1100458E-4,69,null
CORBEILLE,null,1.608762E-6,1,null
CORBEL,null,1.608762E-6,1,null
CORBELL,null,4.826286E-6,3,null
CORBEN,null,1.608762E-6,1,null
CORBET,null,1.6087619E-5,10,null
CORBETT,null,3.2336116E-4,201,null
CORBIER,null,6.435048E-6,4,null
CORBIERE,null,4.826286E-6,3,null
CORBIN,null,8.365562E-5,52,null
CORBISHLEY,null,1.608762E-6,1,null
CORBISIER,null,1.608762E-6,1,null
CORBIT,null,1.608762E-6,1,null
CORBITT,null,4.826286E-6,3,null
CORBLE,null,3.217524E-6,2,null
CORBMAN,null,3.217524E-6,2,null
CORBOULD,null,4.826286E-6,3,null
CORBOY,null,3.217524E-6,2,null
CORBRIDGE,null,1.608762E-6,1,null
CORBY,null,5.1480383E-5,32,null
CORBYN,null,1.608762E-6,1,null
CORCHARN,null,1.608762E-6,1,null
CORCORAN,null,9.009067E-5,56,null
CORDASCO,null,4.826286E-6,3,null
CORDAU,null,1.608762E-6,1,null
CORDEAU,null,1.4478857E-5,9,null
CORDELL,null,1.6087619E-5,10,null
CORDELLE,null,1.608762E-6,1,null
CORDEN,null,3.217524E-6,2,null
CORDER,null,4.826286E-6,3,null
CORDERE,null,1.608762E-6,1,null
CORDERLEY,null,1.608762E-6,1,null
CORDEROY,null,4.826286E-6,3,null
CORDERY,null,8.043809E-6,5,null
CORDES,null,6.435048E-6,4,null
CORDEY,null,3.217524E-6,2,null
CORDIANO,null,1.608762E-6,1,null
CORDICK,null,1.608762E-6,1,null
CORDIE,null,3.217524E-6,2,null
CORDIER,null,1.608762E-6,1,null
CORDILL,null,1.608762E-6,1,null
CORDIN,null,1.608762E-6,1,null
CORDINER,null,6.435048E-6,4,null
CORDING,null,4.826286E-6,3,null
CORDINGLEY,null,6.435048E-6,4,null
CORDIS,null,1.608762E-6,1,null
CORDNER,null,9.652572E-6,6,null
CORDOCK,null,1.608762E-6,1,null
CORDOLFO,null,1.608762E-6,1,null
CORDON,null,8.043809E-6,5,null
CORDONIERE,null,1.608762E-6,1,null
CORDOZA,null,1.608762E-6,1,null
CORDREY,null,3.217524E-6,2,null
CORDTZ,null,1.608762E-6,1,null
CORDWELL,null,1.608762E-6,1,null
CORDWIN,null,1.608762E-6,1,null
CORDY,null,1.1261333E-5,7,null
CORE,null,3.217524E-6,2,null
COREA,null,3.217524E-6,2,null
CORELLI,null,4.826286E-6,3,null
COREY,null,6.274172E-5,39,null
CORFE,null,1.608762E-6,1,null
CORFIELD,null,2.5740192E-5,16,null
CORIN,null,1.1261333E-5,7,null
CORISH,null,3.217524E-6,2,null
CORISTINE,null,3.217524E-6,2,null
CORIVAUS,null,1.608762E-6,1,null
CORIVEAU,null,1.608762E-6,1,null
CORK,null,2.7348953E-5,17,null
CORKAN,null,3.217524E-6,2,null
CORKE,null,1.6087619E-5,10,null
CORKELL,null,1.608762E-6,1,null
CORKER,null,4.826286E-6,3,null
CORKERY,null,1.2870096E-5,8,null
CORKETT,null,1.608762E-6,1,null
CORKEY,null,1.608762E-6,1,null
CORKHILL,null,6.435048E-6,4,null
CORKILL,null,1.2870096E-5,8,null
CORKIN,null,1.608762E-6,1,null
CORKING,null,1.608762E-6,1,null
CORKISH,null,6.435048E-6,4,null
CORKLE,null,1.608762E-6,1,null
CORKRAN,null,8.043809E-6,5,null
CORKRUM,null,1.608762E-6,1,null
CORKUM,null,7.882933E-5,49,null
CORLASS,null,3.217524E-6,2,null
CORLESS,null,2.413143E-5,15,null
CORLETT,null,2.8957715E-5,18,null
CORLEY,null,2.0913905E-5,13,null
CORLISS,null,3.217524E-6,2,null
CORMACK,null,9.330819E-5,58,null
CORMAN,null,1.1261333E-5,7,null
CORMAR,null,1.608762E-6,1,null
CORMICK,null,8.043809E-6,5,null
CORMIE,null,8.043809E-6,5,null
CORMIER,null,4.6814972E-4,291,null
CORMODE,null,4.826286E-6,3,null
CORN,null,6.435048E-6,4,null
CORNALL,null,3.217524E-6,2,null
CORNAY,null,1.608762E-6,1,null
CORNBOROUGH,null,1.608762E-6,1,null
CORNE,null,1.608762E-6,1,null
CORNEAU,null,2.7348953E-5,17,null
CORNEAULT,null,1.608762E-6,1,null
CORNEIL,null,8.043809E-6,5,null
CORNEILL,null,1.608762E-6,1,null
CORNEILLE,null,1.608762E-6,1,null
CORNEILLIER,null,1.608762E-6,1,null
CORNEIRE,null,3.217524E-6,2,null
CORNELISON,null,1.608762E-6,1,null
CORNELIUS,null,3.7001526E-5,23,null
CORNELIUSON,null,3.217524E-6,2,null
CORNELL,null,1.0296077E-4,64,null
CORNELLIER,null,8.043809E-6,5,null
CORNELOUP,null,1.608762E-6,1,null
CORNER,null,5.4697906E-5,34,null
CORNES,null,1.6087619E-5,10,null
CORNETT,null,1.1261333E-5,7,null
CORNEY,null,3.2175238E-5,20,null
CORNFOOT,null,6.435048E-6,4,null
CORNFORD,null,1.4478857E-5,9,null
CORNFORTH,null,1.4478857E-5,9,null
CORNHILL,null,1.608762E-6,1,null
CORNIA,null,1.608762E-6,1,null
CORNICK,null,6.435048E-6,4,null
CORNIE,null,1.608762E-6,1,null
CORNIER,null,1.608762E-6,1,null
CORNILUK,null,1.608762E-6,1,null
CORNING,null,1.4478857E-5,9,null
CORNISH,null,1.12613336E-4,70,null
CORNNELL,null,1.608762E-6,1,null
CORNO,null,1.608762E-6,1,null
CORNOCK,null,4.826286E-6,3,null
CORNOYER,null,1.608762E-6,1,null
CORNTHWAITE,null,1.6087619E-5,10,null
CORNWALL,null,4.3436572E-5,27,null
CORNWELL,null,3.3784003E-5,21,null
CORNWITH,null,1.608762E-6,1,null
CORNYN,null,1.608762E-6,1,null
COROMANOFF,null,1.608762E-6,1,null
CORONITI,null,1.608762E-6,1,null
COROON,null,1.608762E-6,1,null
COROPECK,null,1.608762E-6,1,null
CORP,null,1.4478857E-5,9,null
CORPE,null,1.608762E-6,1,null
CORPITUCK,null,1.608762E-6,1,null
CORPRON,null,1.608762E-6,1,null
CORPS,null,6.435048E-6,4,null
CORR,null,1.9305144E-5,12,null
CORRA,null,1.608762E-6,1,null
CORRAL,null,3.217524E-6,2,null
CORRANCE,null,1.608762E-6,1,null
CORRAS,null,1.608762E-6,1,null
CORREAU,null,1.608762E-6,1,null
CORRELL,null,9.652572E-6,6,null
CORREN,null,1.608762E-6,1,null
CORRICK,null,6.435048E-6,4,null
CORRIDAN,null,1.608762E-6,1,null
CORRIE,null,6.435048E-6,4,null
CORRIE-DOUGLAS,null,1.608762E-6,1,null
CORRIER,null,1.6087619E-5,10,null
CORRIGAL,null,1.4478857E-5,9,null
CORRIGALE,null,1.608762E-6,1,null
CORRIGALL,null,9.652572E-6,6,null
CORRIGAN,null,1.04569524E-4,65,null
CORRIGHAN,null,1.608762E-6,1,null
CORRIN,null,2.2522667E-5,14,null
CORRINS,null,4.826286E-6,3,null
CORRIS,null,3.217524E-6,2,null
CORRISON,null,1.608762E-6,1,null
CORRIVEAU,null,9.169943E-5,57,null
CORRODO,null,1.608762E-6,1,null
CORRY,null,3.5392764E-5,22,null
CORSAN,null,9.652572E-6,6,null
CORSAR,null,1.608762E-6,1,null
CORSAUT,null,6.435048E-6,4,null
CORSBIE,null,3.217524E-6,2,null
CORSE,null,1.608762E-6,1,null
CORSER,null,8.043809E-6,5,null
CORSIATTO,null,1.608762E-6,1,null
CORSO,null,1.608762E-6,1,null
CORSON,null,1.2870096E-5,8,null
CORSTON,null,3.217524E-6,2,null
CORSTORPHINE,null,1.608762E-6,1,null
CORT,null,4.826286E-6,3,null
CORTA,null,1.608762E-6,1,null
CORTELL,null,1.608762E-6,1,null
CORTENS,null,1.608762E-6,1,null
CORTESE,null,1.608762E-6,1,null
CORTI,null,1.608762E-6,1,null
CORTIER,null,1.608762E-6,1,null
CORTMAN,null,3.217524E-6,2,null
CORTON,null,1.608762E-6,1,null
CORTRIGHT,null,4.826286E-6,3,null
CORTU,null,1.608762E-6,1,null
CORVEC,null,1.608762E-6,1,null
CORVINUS,null,1.608762E-6,1,null
CORWARDEN,null,1.608762E-6,1,null
CORWAY,null,1.608762E-6,1,null
CORWIN,null,3.217524E-6,2,null
CORY,null,1.9305144E-5,12,null
CORYELL,null,1.608762E-6,1,null
CORYN,null,3.217524E-6,2,null
COSALY,null,1.608762E-6,1,null
COSANTANO,null,1.608762E-6,1,null
COSBIE,null,1.608762E-6,1,null
COSBURN,null,1.608762E-6,1,null
COSBY,null,1.6087619E-5,10,null
COSCA,null,1.608762E-6,1,null
COSCHUG,null,1.608762E-6,1,null
COSCIA,null,1.608762E-6,1,null
COSCO,null,4.826286E-6,3,null
COSENS,null,1.1261333E-5,7,null
COSENTINO,null,1.608762E-6,1,null
COSFORD,null,9.652572E-6,6,null
COSGRAVE,null,8.043809E-6,5,null
COSGROVE,null,1.04569524E-4,65,null
COSH,null,2.0913905E-5,13,null
COSICK,null,1.608762E-6,1,null
COSIER,null,4.826286E-6,3,null
COSKERY,null,1.608762E-6,1,null
COSKEY,null,1.608762E-6,1,null
COSLETT,null,1.608762E-6,1,null
COSLEY,null,6.435048E-6,4,null
COSLIK,null,1.608762E-6,1,null
COSLOVE,null,1.608762E-6,1,null
COSMAN,null,3.5392764E-5,22,null
COSS,null,4.826286E-6,3,null
COSSABOOM,null,9.652572E-6,6,null
COSSAR,null,1.6087619E-5,10,null
COSSART,null,1.608762E-6,1,null
COSSEBOOM,null,4.826286E-6,3,null
COSSER,null,1.608762E-6,1,null
COSSETT,null,1.608762E-6,1,null
COSSETTE,null,6.9176764E-5,43,null
COSSETTINO,null,3.217524E-6,2,null
COSSEY,null,6.435048E-6,4,null
COSSHALL,null,1.608762E-6,1,null
COSSHAM,null,1.608762E-6,1,null
COSSINA,null,1.608762E-6,1,null
COSSINGTON,null,1.608762E-6,1,null
COSSITT,null,8.043809E-6,5,null
COSSITTE,null,1.608762E-6,1,null
COSSMAN,null,1.608762E-6,1,null
COSSON,null,3.217524E-6,2,null
COSSOY,null,1.608762E-6,1,null
COSSTER,null,1.608762E-6,1,null
COSSTICK,null,1.608762E-6,1,null
COST,null,1.608762E-6,1,null
COSTA,null,9.652572E-6,6,null
COSTAGNE,null,1.608762E-6,1,null
COSTAIN,null,1.6087619E-5,10,null
COSTAR,null,4.826286E-6,3,null
COSTE,null,3.217524E-6,2,null
COSTELLEAU,null,1.608762E-6,1,null
COSTELLO,null,1.3352724E-4,83,null
COSTELLOE,null,1.608762E-6,1,null
COSTEN,null,6.435048E-6,4,null
COSTENKO,null,1.608762E-6,1,null
COSTER,null,1.1261333E-5,7,null
COSTERD,null,1.608762E-6,1,null
COSTERTON,null,1.608762E-6,1,null
COSTIE,null,3.217524E-6,2,null
COSTIFF,null,1.608762E-6,1,null
COSTIGAN,null,3.7001526E-5,23,null
COSTIGANE,null,1.608762E-6,1,null
COSTIN,null,2.2522667E-5,14,null
COSTLEY,null,1.1261333E-5,7,null
COSTNIK,null,1.608762E-6,1,null
COSTO,null,1.608762E-6,1,null
COSTOFF,null,1.608762E-6,1,null
COSTOLOW,null,1.608762E-6,1,null
COSTON,null,6.435048E-6,4,null
COSTONY,null,1.608762E-6,1,null
COSTUCK,null,3.217524E-6,2,null
COSTUGHKO,null,1.608762E-6,1,null
COSTYK,null,1.608762E-6,1,null
COSULLO,null,1.608762E-6,1,null
COSVAN,null,1.608762E-6,1,null
COSWAY,null,3.217524E-6,2,null
COTA,null,1.608762E-6,1,null
COTAR,null,3.217524E-6,2,null
COTARAS,null,1.608762E-6,1,null
COTCH,null,1.608762E-6,1,null
COTCHER,null,3.217524E-6,2,null
COTCHING,null,1.608762E-6,1,null
COTE,null,7.9633715E-4,495,null
COTE DIT FRECHETTE,null,1.608762E-6,1,null
COTENOIR,null,1.608762E-6,1,null
COTEY,null,6.435048E-6,4,null
COTGRAVE,null,3.217524E-6,2,null
COTGREAVE,null,3.217524E-6,2,null
COTHRAN,null,1.608762E-6,1,null
COTIE,null,1.2870096E-5,8,null
COTING,null,1.608762E-6,1,null
COTLER,null,1.608762E-6,1,null
COTMAN,null,3.217524E-6,2,null
COTNAM,null,4.826286E-6,3,null
COTNOIR,null,6.435048E-6,4,null
COTON,null,6.435048E-6,4,null
COTORENU,null,1.608762E-6,1,null
COTREAU,null,1.9305144E-5,12,null
COTSFORD,null,1.608762E-6,1,null
COTSIFAS,null,1.608762E-6,1,null
COTSWORTH,null,1.608762E-6,1,null
COTT,null,1.608762E-6,1,null
COTTAM,null,1.4478857E-5,9,null
COTTE,null,1.608762E-6,1,null
COTTEE,null,3.217524E-6,2,null
COTTELL,null,1.608762E-6,1,null
COTTEN,null,1.608762E-6,1,null
COTTENDEN,null,6.435048E-6,4,null
COTTENIE,null,1.608762E-6,1,null
COTTENOIRE,null,3.217524E-6,2,null
COTTER,null,7.400305E-5,46,null
COTTERELL,null,2.413143E-5,15,null
COTTERILL,null,2.2522667E-5,14,null
COTTEW,null,3.217524E-6,2,null
COTTI,null,1.608762E-6,1,null
COTTIE,null,1.608762E-6,1,null
COTTIER,null,6.435048E-6,4,null
COTTIN,null,1.608762E-6,1,null
COTTINGHAM,null,2.413143E-5,15,null
COTTINGTON,null,4.826286E-6,3,null
COTTLE,null,1.6087619E-5,10,null
COTTMAN,null,3.217524E-6,2,null
COTTOM,null,3.217524E-6,2,null
COTTON,null,1.1100458E-4,69,null
COTTRELL,null,8.5264386E-5,53,null
COTTRILL,null,8.043809E-6,5,null
COTTS,null,3.217524E-6,2,null
COTY,null,3.217524E-6,2,null
COTZEN,null,1.608762E-6,1,null
COUARD,null,1.608762E-6,1,null
COUBROUGH,null,2.0913905E-5,13,null
COUCH,null,5.1480383E-5,32,null
COUCHAINE,null,1.608762E-6,1,null
COUCHE,null,3.217524E-6,2,null
COUCHIE,null,3.217524E-6,2,null
COUCHMAN,null,1.7696382E-5,11,null
COUCHON,null,3.217524E-6,2,null
COUCILL,null,1.608762E-6,1,null
COUDE,null,3.217524E-6,2,null
COUDER,null,1.608762E-6,1,null
COUDRY,null,1.608762E-6,1,null
COUET,null,1.608762E-6,1,null
COUETTE,null,4.826286E-6,3,null
COUEY,null,1.608762E-6,1,null
COUGHLAN,null,5.1480383E-5,32,null
COUGHLAR,null,1.608762E-6,1,null
COUGHLER,null,1.608762E-6,1,null
COUGHLIN,null,8.365562E-5,52,null
COUGHTREY,null,1.608762E-6,1,null
COUGHTRY,null,4.826286E-6,3,null
COUGHY,null,1.608762E-6,1,null
COUGLE,null,4.826286E-6,3,null
COUGNON,null,1.608762E-6,1,null
COUILLARD,null,5.791543E-5,36,null
COUKELL,null,1.608762E-6,1,null
COULAN,null,1.608762E-6,1,null
COULAS,null,1.2870096E-5,8,null
COULBOURNE,null,1.608762E-6,1,null
COULBY,null,3.217524E-6,2,null
COULDERY,null,1.608762E-6,1,null
COULDREY,null,4.826286E-6,3,null
COULDRIDGE,null,1.608762E-6,1,null
COULDWELL,null,3.217524E-6,2,null
COULE,null,3.217524E-6,2,null
COULES,null,6.435048E-6,4,null
COULETT,null,1.608762E-6,1,null
COULIER,null,1.608762E-6,1,null
COULIN,null,1.608762E-6,1,null
COULING,null,1.9305144E-5,12,null
COULIS,null,3.217524E-6,2,null
COULL,null,2.7348953E-5,17,null
COULLARD,null,3.217524E-6,2,null
COULLING,null,1.608762E-6,1,null
COULMAN,null,1.608762E-6,1,null
COULOMBE,null,1.222659E-4,76,null
COULSELL,null,1.608762E-6,1,null
COULSEY,null,4.826286E-6,3,null
COULSON,null,8.6873144E-5,54,null
COULSTING,null,1.608762E-6,1,null
COULSTON,null,4.826286E-6,3,null
COULSTRING,null,3.217524E-6,2,null
COULTAS,null,3.217524E-6,2,null
COULTER,null,2.1396534E-4,133,null
COULTES,null,4.826286E-6,3,null
COULTHARD,null,3.8610287E-5,24,null
COULTHART,null,3.217524E-6,2,null
COULTHURST,null,8.043809E-6,5,null
COULTHWAITE,null,1.608762E-6,1,null
COULTIS,null,1.608762E-6,1,null
COULTON,null,1.2870096E-5,8,null
COULTONS,null,1.608762E-6,1,null
COULTOUS,null,1.608762E-6,1,null
COUMANS,null,3.217524E-6,2,null
COUMBE,null,3.217524E-6,2,null
COUMBS,null,1.608762E-6,1,null
COUMISKY,null,1.608762E-6,1,null
COUNAHAN,null,1.608762E-6,1,null
COUND,null,1.608762E-6,1,null
COUNIGHAN,null,1.608762E-6,1,null
COUNIHAN,null,1.608762E-6,1,null
COUNOS,null,1.608762E-6,1,null
COUNSELL,null,1.9305144E-5,12,null
COUNTER,null,1.4478857E-5,9,null
COUNTRYMAN,null,1.4478857E-5,9,null
COUNTWAY,null,3.217524E-6,2,null
COUPAL,null,1.6087619E-5,10,null
COUPALX,null,1.608762E-6,1,null
COUPAR,null,4.826286E-6,3,null
COUPE,null,9.652572E-6,6,null
COUPEAL,null,1.608762E-6,1,null
COUPER,null,2.8957715E-5,18,null
COUPERTHWAITE,null,3.217524E-6,2,null
COUPLAND,null,4.3436572E-5,27,null
COURAGE,null,1.2870096E-5,8,null
COURASH,null,1.608762E-6,1,null
COUR-BARRON,null,1.608762E-6,1,null
COURCELLE,null,3.217524E-6,2,null
COURCELLES,null,6.435048E-6,4,null
COURCHAINE,null,1.1261333E-5,7,null
COURCHENE,null,4.826286E-6,3,null
COURCHENNE,null,1.608762E-6,1,null
COURCHESNE,null,3.8610287E-5,24,null
COURCHESNES,null,1.608762E-6,1,null
COURCHINE,null,1.608762E-6,1,null
COURCIE,null,1.608762E-6,1,null
COURCY,null,2.0913905E-5,13,null
COURIER,null,3.217524E-6,2,null
COURNAJOR,null,1.608762E-6,1,null
COURNEDE,null,1.608762E-6,1,null
COURNEENE,null,3.217524E-6,2,null
COURNEY,null,1.608762E-6,1,null
COURNEYA,null,4.826286E-6,3,null
COURNEYEA,null,3.217524E-6,2,null
COURNOYEA,null,1.608762E-6,1,null
COURNOYER,null,7.239429E-5,45,null
COURNOZER,null,1.608762E-6,1,null
COURON,null,1.608762E-6,1,null
COUROUX,null,1.608762E-6,1,null
COURRIER,null,6.435048E-6,4,null
COURSA,null,1.608762E-6,1,null
COURSE,null,9.652572E-6,6,null
COURSER,null,6.435048E-6,4,null
COURSEY,null,4.826286E-6,3,null
COURSIER,null,3.217524E-6,2,null
COURSOL,null,1.4478857E-5,9,null
COURSOLLE,null,3.217524E-6,2,null
COURT,null,9.4916955E-5,59,null
COURTAY,null,1.608762E-6,1,null
COURTE,null,4.826286E-6,3,null
COURTEAU,null,2.0913905E-5,13,null
COURTEAUX,null,1.608762E-6,1,null
COURTEMANCHE,null,4.3436572E-5,27,null
COURTENAY,null,2.2522667E-5,14,null
COURTEPATTE,null,1.608762E-6,1,null
COURTER,null,1.608762E-6,1,null
COURTERELLE,null,1.608762E-6,1,null
COURTICE,null,1.7696382E-5,11,null
COURTIE,null,1.608762E-6,1,null
COURTIEN,null,1.608762E-6,1,null
COURTIER,null,3.217524E-6,2,null
COURTIS,null,1.608762E-6,1,null
COURTLAND,null,4.826286E-6,3,null
COURTMAN,null,3.217524E-6,2,null
COURTNAGE,null,4.826286E-6,3,null
COURTNALL,null,1.608762E-6,1,null
COURTNELL,null,1.608762E-6,1,null
COURTNEY,null,1.0296077E-4,64,null
COURTOIS,null,1.9305144E-5,12,null
COURTRIGHT,null,3.217524E-6,2,null
COURTS,null,4.826286E-6,3,null
COURTURE,null,1.608762E-6,1,null
COURTWRIGHT,null,1.608762E-6,1,null
COURVAL,null,1.1261333E-5,7,null
COURVALLE,null,1.608762E-6,1,null
COURVILLE,null,2.0913905E-5,13,null
COUSANEAU,null,1.608762E-6,1,null
COUSANS,null,1.608762E-6,1,null
COUSAR,null,1.608762E-6,1,null
COUSE,null,6.435048E-6,4,null
COUSENS,null,9.652572E-6,6,null
COUSER,null,3.217524E-6,2,null
COUSIN,null,1.608762E-6,1,null
COUSINEAU,null,1.17439624E-4,73,null
COUSINEAULT,null,1.608762E-6,1,null
COUSINS,null,1.5283239E-4,95,null
COUSINTINE,null,1.608762E-6,1,null
COUSLEY,null,1.608762E-6,1,null
COUSSINS,null,1.608762E-6,1,null
COUTANCHE,null,3.217524E-6,2,null
COUTANGE,null,1.608762E-6,1,null
COUTCH,null,3.217524E-6,2,null
COUTERET,null,1.608762E-6,1,null
