Lname,Fname,Freq,Times
LITTLE,WILLIAM WALTER,1.5210513E-5,1,Private
LITTON,JOHN PROCTOR,1.5210513E-5,1,Private
LIVANGER,BENJAMIN,1.5210513E-5,1,Driver
LIVINGOOD,WARREN,1.5210513E-5,1,Private
LIVINGSTON,GEORGE,1.5210513E-5,1,Lance Corporal
LIVINGSTONE,CHARLES DONALD,1.5210513E-5,1,Major
LIVINGSTONE,DANIEL,1.5210513E-5,1,Corporal
LIVINGSTONE,GEORGE,1.5210513E-5,1,Sergeant
LIVINGSTONE,ROGER MARSHALL,1.5210513E-5,1,Private
LIZMORE,PHILLIP ROBERT,1.5210513E-5,1,Corporal
LLEWELLYN,THOMAS VAUGHAN,1.5210513E-5,1,Private
LLOYD,CLARENCE,1.5210513E-5,1,Private
LLOYD,EDWIN,1.5210513E-5,1,Private
LLOYD,ELLWOOD GARDINER,1.5210513E-5,1,Private
LLOYD,HUGH,1.5210513E-5,1,Private
LLOYD,LESLIE MURDOCK,1.5210513E-5,1,Private
LLOYD,REGINALD,1.5210513E-5,1,Private
LOADER,FRANK,1.5210513E-5,1,Private
LOBB,ALEXANDER BRENT,1.5210513E-5,1,Private
LOBB,PERCIVAL HAROLD,1.5210513E-5,1,Private
LOCHEED,THOMAS,1.5210513E-5,1,Corporal
LOCK,ERNEST,1.5210513E-5,1,Private
LOCKER,CLARKE BURNS,1.5210513E-5,1,Private
LOCKERBY,JOHN EARLE,1.5210513E-5,1,Private
LOCKETT,LEVI,1.5210513E-5,1,Lance Corporal
LOCKHART,GEORGE BAXTER,1.5210513E-5,1,Private
LOCKHART,OSCAR FREEMAN,1.5210513E-5,1,Corporal
LOCKIE,HUGH,1.5210513E-5,1,Private
LOCKWOOD,FRED,1.5210513E-5,1,Gunner
LOCKWOOD,HUBERT,1.5210513E-5,1,Private
LOCKYER,HENRY RICHARD,1.5210513E-5,1,Private
LOCKYER,SIDNEY WILLIAM HENRY,1.5210513E-5,1,Private
LOFTHOUSE,THOMAS,1.5210513E-5,1,Private
LOFTIN,JOSEPH MURDOCK,1.5210513E-5,1,Private
LOFTUS,FRANCIS,1.5210513E-5,1,Private
LOGAN,HOWARD,1.5210513E-5,1,Private
LOGAN,HUGH,1.5210513E-5,1,Private
LOGAN,JOHN WILLIAM GOW,1.5210513E-5,1,Corporal
LOGAN,ROBERT MCPHERSON,1.5210513E-5,1,Private
LOGAN,THOMAS SHERMAN,1.5210513E-5,1,Private
LOGAN,WILLIAM BLACKWOOD,1.5210513E-5,1,Private
LOGHRIN,SAMUEL MONTEITH,1.5210513E-5,1,Major
LOGUE,WILLIAM,1.5210513E-5,1,Private
LONEY,JOHN JOSEPH,1.5210513E-5,1,Private
LONEY,JOSEPH MAITLAND,1.5210513E-5,1,Private
LONEY,WILLIAM THOMAS,1.5210513E-5,1,Private
LONG,ERNEST,1.5210513E-5,1,Private
LONG,JOHN NELSON KING,1.5210513E-5,1,Private
LONG,RICHARD,1.5210513E-5,1,Private
LONG,WILLIAM HENRY,1.5210513E-5,1,Private
LONGMAN,JOHN MILLER,1.5210513E-5,1,Lieutenant
LONGMIRE,HAROLD,1.5210513E-5,1,Private
LONGSTAFF,FREDERICK JAMES,1.5210513E-5,1,Private
LONNEN,GEORGE GERALD,1.5210513E-5,1,Private
LONSDALE,FREDERICK,1.5210513E-5,1,Private
LORD,JOSEPH,1.5210513E-5,1,Private
LORD,JOSEPH ADELARD,1.5210513E-5,1,Sergeant
LORRAIN,HENRI,1.5210513E-5,1,Private
LOSEY,JOSEPH HAROLD,1.5210513E-5,1,Lance Corporal
LOUCKS,NORMAN,1.5210513E-5,1,Private
LOUTTIT,JAMES DANIEL,1.5210513E-5,1,Private
LOVATT,REGINALD,1.5210513E-5,1,Private
LOVE,EDGAR WILLIAM,1.5210513E-5,1,Corporal
LOVE,JOHN THOMAS,1.5210513E-5,1,Private
LOVEDAY,HUGH,1.5210513E-5,1,Lance Corporal
LOVERING,CHARLES ARTHUR,1.5210513E-5,1,Private
LOVERING,JOHN,1.5210513E-5,1,Private
LOVETT,ALEXANDER,1.5210513E-5,1,Private
LOVETT,WILLIAM PATRICK,1.5210513E-5,1,Private
LOVIE,WILLIAM,1.5210513E-5,1,Private
LOW,GEORGE,1.5210513E-5,1,Sergeant
LOW,WILLIAM,1.5210513E-5,1,Private
LOWE,CHARLES,1.5210513E-5,1,Private
LOWE,JOHN ROBERT,1.5210513E-5,1,Private
LOWE,LEWIS,1.5210513E-5,1,Corporal
LOWE,STANLEY,1.5210513E-5,1,Private
LOWE,THOMAS BERTRAM,1.5210513E-5,1,Private
LOWE,WALTER,1.5210513E-5,1,Sergeant
LOWELL,FRANK,1.5210513E-5,1,Private
LOWERY,DANIEL,1.5210513E-5,1,Private
LOWN,WILLIAM JOHN,1.5210513E-5,1,Private
LOWRY,PERCY,1.5210513E-5,1,Private
LOWRY,WILLIAM WRAY,1.5210513E-5,1,Private
LOYNES,JOSEPH WALTER,1.5210513E-5,1,Private
LUBAR,GORDON MORRIS,1.5210513E-5,1,Private
LUCAS,JOHN,1.5210513E-5,1,Private
LUCAS,LORNE,1.5210513E-5,1,Private
LUCASEVITCH,IVAN,1.5210513E-5,1,Private
LUCK,HAYWARD JAMES,1.5210513E-5,1,Private
LUCK,HERBERT WILLIAM,1.5210513E-5,1,Sergeant
LUCK,LEWIS EDWARD,1.5210513E-5,1,Private
LUCY,ROBERT,1.5210513E-5,1,Gunner
LUDBROOK,FREDERICK HERBERT CHRISTIAN,1.5210513E-5,1,Private
LUDEMAN,FREDERICK,1.5210513E-5,1,Private
LUDFORD,FREDERICK THOMAS,1.5210513E-5,1,Private
LUFF,EDWARD GORDON,1.5210513E-5,1,Corporal
LUGG,GEORGE,1.5210513E-5,1,Private
LUMSDEN,THOMAS ALEXANDER,1.5210513E-5,1,Private
LUMSDEN,WALTER GERALD,1.5210513E-5,1,Lieutenant
LUND,CHARLES ADAMS,1.5210513E-5,1,Private
LUND,JOHN,1.5210513E-5,1,Private
LUND,OLAF PETERSON,1.5210513E-5,1,Private
LUNN,WILLIAM ISAAC,1.5210513E-5,1,Private
LUPSON,JOHN HERBERT,1.5210513E-5,1,Private
LUSCOMBE,GEORGE SAMUEL,1.5210513E-5,1,Private
LUSH,ALFRED WILLIAM,1.5210513E-5,1,Private
LUSH,FREDERICK JOHN,1.5210513E-5,1,Private
LUTE,RICHARD,1.5210513E-5,1,Private
LUTES,VINTON MELVIN,1.5210513E-5,1,Private
LUTTRELL,EGERTON CHARLES,1.5210513E-5,1,Private
LUTTRELL,LORNE,1.5210513E-5,1,Private
LUTZ,ROY COURTNEY,1.5210513E-5,1,Lieutenant
LYDAMORE,JAMES SAUNDERS,1.5210513E-5,1,Private
LYDIARD,CHARLES ALFRED,1.5210513E-5,1,Private
LYDIARD,GEORGE GILMOUR,1.5210513E-5,1,Corporal
LYDIATE,GEORGE,1.5210513E-5,1,Private
LYE,ALBERT CHARLES,1.5210513E-5,1,Private
LYELL,WILLIAM,1.5210513E-5,1,Private
LYLE,EDGAR HERMAN,1.5210513E-5,1,Private
LYNCH,GEORGE DAVID,1.5210513E-5,1,Major
LYNCH,JAMES,1.5210513E-5,1,Private
LYNCH,JOHN DAVID,1.5210513E-5,1,Private
LYNCH,JOHN JOSEPH,1.5210513E-5,1,Private
LYNCH,JOSEPH,1.5210513E-5,1,Private
LYNCH,VINCENT DOMINICK,1.5210513E-5,1,Corporal
LYNE,CYRIL LIONEL BISHOP,1.5210513E-5,1,Second Lieutenant
LYNESS,WILBER,1.5210513E-5,1,Private
LYNN,EDWARD,1.5210513E-5,1,Private
LYNN,WILLIAM HENRY CAMPBELL,1.5210513E-5,1,Private
LYON,ROBERT HENRY,1.5210513E-5,1,Private
LYONS,CHARLES,1.5210513E-5,1,Lance Corporal
LYONS,MICHAEL,1.5210513E-5,1,Private
LYONS,THOMAS ROBERT,1.5210513E-5,1,Private
LYSTER,HAROLD WILLIAM,1.5210513E-5,1,Private
MABEE,JAMES,1.5210513E-5,1,Private
MACALDIN,THOMAS,1.5210513E-5,1,Sergeant
MACANDREW,JAMES NAPIER,1.5210513E-5,1,Sergeant
MACAULAY,ALEXANDER,1.5210513E-5,1,Private
MACAULAY,JOHN,1.5210513E-5,1,Private
MACAULAY,ROBERT,1.5210513E-5,1,Private
MACBEAN,GEORGE THOMAS,1.5210513E-5,1,Private
MACBEAN,WILLIAM ALEXANDER,1.5210513E-5,1,Private
MACCOLL,ALEXANDER BROWNING,1.5210513E-5,1,Sergeant
MACCOLL,WILLIAM,1.5210513E-5,1,Private
MACCUSWORTH,ARTHUR FRED,1.5210513E-5,1,Corporal
MACDONALD,ALEXANDER,1.5210513E-5,1,Private
MACDONALD,ALEXANDER JOHN,1.5210513E-5,1,Private
MACDONALD,ALEXANDER ROSS,1.5210513E-5,1,Private
MACDONALD,ALLAN NEIL,1.5210513E-5,1,Private
MACDONALD,ALLEN HENRY,1.5210513E-5,1,Private
MACDONALD,ARCHIBALD,1.5210513E-5,1,Private
MACDONALD,ARCHIBALD WALTER,1.5210513E-5,1,Lieutenant
MACDONALD,CHARLES ANGUS,1.5210513E-5,1,Private
MACDONALD,COLIN RONALD,1.5210513E-5,1,Sergeant
MACDONALD,DANIEL,1.5210513E-5,1,Private
MACDONALD,DONALD,1.5210513E-5,1,Corporal
MACDONALD,EDWARD,1.5210513E-5,1,Private
MACDONALD,EDWARD BLAKE,1.5210513E-5,1,Sergeant
MACDONALD,FINLAY,1.5210513E-5,1,Lance Corporal
MACDONALD,GEORGE FRASER,1.5210513E-5,1,Lieutenant
MACDONALD,HARRY CAMPBELL,1.5210513E-5,1,Corporal
MACDONALD,HENRY,1.5210513E-5,1,Private
MACDONALD,HUGH,1.5210513E-5,1,Private
MACDONALD,HUGH STEWART,1.5210513E-5,1,Sergeant
MACDONALD,JOHN,1.5210513E-5,1,Sergeant
MACDONALD,JOHN ALEXANDER,1.5210513E-5,1,Private
MACDONALD,JOHN ANGUS,1.5210513E-5,1,Lieutenant
MACDONALD,JOHN COLIN,1.5210513E-5,1,Pioneer
MACDONALD,JOHN WHITE,1.5210513E-5,1,Private
MACDONALD,LORNE VALLANCE,1.5210513E-5,1,Private
MACDONALD,MALCOLM,1.5210513E-5,1,Lance Serjeant
MACDONALD,MURDOCK MCKENZIE,1.5210513E-5,1,Corporal
MACDONALD,NORMAN DONALD STEWART,1.5210513E-5,1,Private
MACDONALD,PETER ALEXANDER,1.5210513E-5,1,Sergeant
MACDONALD,ROBERT,1.5210513E-5,1,Private
MACDONALD,ROBERT GRAHAM,1.5210513E-5,1,Private
MACDONALD,SAMUEL,1.5210513E-5,1,Private
MACDONALD,STANLEY KENNETH LEIGHTON,1.5210513E-5,1,Lieutenant
MACDONALD,STUART,1.5210513E-5,1,Private
MACDONALD,THOMAS,1.5210513E-5,1,Private
MACDONALD,WALTER JOSEPH,1.5210513E-5,1,Private
MACDONELL,JOHN GEORGE,1.5210513E-5,1,Lance Corporal
MACDONELL,JOSEPH KENNEDY,1.5210513E-5,1,Private
MACDOUGALL,RODRICK,1.5210513E-5,1,Private
MACDOUGALL,THEODORE BAKER,1.5210513E-5,1,Private
MACE,ARTHUR BELL ESTERFORD,1.5210513E-5,1,Lieutenant
MACEACHERN,WARREN,1.5210513E-5,1,Private
MACECHERN,HECTOR GEORGE,1.5210513E-5,1,Sergeant
MACEY,SYLVESTER JOHN,1.5210513E-5,1,Private
MACFARLANE,JACK DOUGLAS,1.5210513E-5,1,Private
MACFARLANE,JOHN CAMPBELL,1.5210513E-5,1,Sergeant
MACFARLANE,ROBERT,1.5210513E-5,1,Sergeant
MACFARLANE,WILLIAM,1.5210513E-5,1,Private
MACGLASHAN,WILLIAM GEORGE,1.5210513E-5,1,Private
MACGREGOR,GEORGE EVERETT,1.5210513E-5,1,Lieutenant
MACHELL,MAURICE IRVING,1.5210513E-5,1,Second Lieutenant
MACHELL,WALTER LEONARD,1.5210513E-5,1,Sergeant
MACINNIS,JAMES ALFORD DEAN,1.5210513E-5,1,Private
MACINTYRE,GORDON CAMPBELL,1.5210513E-5,1,Private
MACINTYRE,GUY BARR,1.5210513E-5,1,Private
MACINTYRE,JOHN WILLIAM,1.5210513E-5,1,Private
MACIVOR,MURDO,1.5210513E-5,1,Private
MACK,CHARLIE,1.5210513E-5,1,Private
MACK,MANFORD EARL,1.5210513E-5,1,Private
MACKAY,ALEXANDER,1.5210513E-5,1,Private
MACKAY,ALVIN,1.5210513E-5,1,Private
MACKAY,ANGUS,1.5210513E-5,1,Private
MACKAY,JOHN ALEXANDER,1.5210513E-5,1,Private
MACKAY,ROBERT,1.5210513E-5,1,Private
MACKAY-KEAN,JOSEPH,1.5210513E-5,1,Private
MACKENDRICK,GORDON KING,1.5210513E-5,1,Lieutenant
MACKENZIE,ALEXANDER,1.5210513E-5,1,Private
MACKENZIE,ALFRED,1.5210513E-5,1,Private
MACKENZIE,DONALD,1.5210513E-5,1,Private
MACKENZIE,DONALD KENNETH,1.5210513E-5,1,Private
MACKENZIE,EARL EATON,1.5210513E-5,1,Acting Bombardier
MACKENZIE,FRANK PARTRIDGE,1.5210513E-5,1,Private
MACKENZIE,GEORGE CAMPBELL,1.5210513E-5,1,Private
MACKENZIE,KENNETH GORDON,1.5210513E-5,1,Major
MACKIE,CLIFFORD ALBERT,1.5210513E-5,1,Private
MACKIE,WALTER LOCK,1.5210513E-5,1,Private
MACKINLAY,THOMAS HART,1.5210513E-5,1,Lieutenant
MACKINNON,ALEXANDER,1.5210513E-5,1,Private
MACKINNON,CECIL ALVERNON,1.5210513E-5,1,Private
MACKINNON,EWEN,1.5210513E-5,1,Private
MACKINNON,IAN,1.5210513E-5,1,Captain
MACKINNON,LAUCHLIN JAMES,1.5210513E-5,1,Private
MACKINTOSH,DAVID,1.5210513E-5,1,Sergeant
MACKINTOSH,JOHN,1.5210513E-5,1,Private
MACKINTOSH,PETER MCLEOD,1.5210513E-5,1,Lieutenant
MACKINTOSH,WILLIAM,1.5210513E-5,1,Private
MACKINVEN,ANGUS,1.5210513E-5,1,Private
MACKINVEN,ANGUS KEITH,1.5210513E-5,1,Private
MACKMAN,GEORGE HENRY,1.5210513E-5,1,Private
MACKNIGHT,THOMAS WILLIAM FINGLAND,1.5210513E-5,1,Lieutenant
MACLACHLAN,CHARLES REID,1.5210513E-5,1,Private
MACLACHLAN,DAN ARCHIE,1.5210513E-5,1,Private
MACLACHLAN,JAMES SILL,1.5210513E-5,1,Lieutenant
MACLEAN,ANDREW MACKIE,1.5210513E-5,1,Private
MACLEAN,IVAN,1.5210513E-5,1,Private
MACLEAN,JAMES,1.5210513E-5,1,Private
MACLEAN,JAMES ALFRED,1.5210513E-5,1,Private
MACLEAN,NEIL ARCHIBALD,1.5210513E-5,1,Lance Corporal
MACLENNAN,ALEXANDER,1.5210513E-5,1,Private
MACLENNAN,ALLAN,1.5210513E-5,1,Corporal
MACLENNAN,KENNETH,1.5210513E-5,1,Private
MACLENNAN,NORMAN,1.5210513E-5,1,Private
MACLENNAN,RODERICK CHARLES,1.5210513E-5,1,Private
MACLEOD,JOHN,1.5210513E-5,1,Private
MACLEOD,MALCOLM,1.5210513E-5,1,Corporal
MACLUCAS,MALCOLM,1.5210513E-5,1,Private
MACLURG,WILLIAM,1.5210513E-5,1,Lance Corporal
MACMILLAN,DAVID ALBERT,1.5210513E-5,1,Private
MACMILLAN,WILLIAM,1.5210513E-5,1,Private
MACMILLAN,WILLIAM MCCALL,1.5210513E-5,1,Private
MACORMACK,STANLEY,1.5210513E-5,1,Corporal
MACPHERSON,JOHN HENDERSON,1.5210513E-5,1,Private
MACPHERSON,JOSEPH LOUIS,1.5210513E-5,1,Lieutenant
MACPHERSON,NEIL ALEXANDER,1.5210513E-5,1,Private
MACPHERSON,STUART MACDONALD,1.5210513E-5,1,Gunner
MACQUARRIE,JOHN,1.5210513E-5,1,Private
MACQUARRIE,MALCOLM WILLIAM,1.5210513E-5,1,Lance Corporal
MACRAE,DONALD,1.5210513E-5,1,Sergeant
MACRAE,JOHN,1.5210513E-5,1,Sergeant
MACRAE,WILLIAM,1.5210513E-5,1,Private
MACRAE,WILLIAM MURRAY,1.5210513E-5,1,Private
MACRURY,NEIL,1.5210513E-5,1,Private
MACTAVISH,JOHN,1.5210513E-5,1,Sapper
MACVICAR,CHARLES ROSS,1.5210513E-5,1,Gunner
MACWILLIAM,WILLIAM ANDREW,1.5210513E-5,1,Private
MADDEN,FOSTER,1.5210513E-5,1,Private
MADDEN,FREDERICK,1.5210513E-5,1,Private
MADDEN,JOSEPH,1.5210513E-5,1,Private
MADDEVER,JAMES HOWARD,1.5210513E-5,1,Private
MADSEN,ADOLPH GEBHARD,1.5210513E-5,1,Private
MADSON,CLEM,1.5210513E-5,1,Private
MAGEE,HARRY,1.5210513E-5,1,Private
MAGNAN,ADELARD,1.5210513E-5,1,Private
MAGNAN,ALPHONSE,1.5210513E-5,1,Private
MAGNUSSON,GUSTAVE,1.5210513E-5,1,Private
MAGNUSSON,JOHN,1.5210513E-5,1,Private
MAGUIRE,FRANK,1.5210513E-5,1,Captain
MAGUIRE,JOHN,1.5210513E-5,1,Private
MAHER,FRANCIS EDWARD,1.5210513E-5,1,Private
MAHER,GEORGE WILLIAM,1.5210513E-5,1,Private
MAHON,DUDLEY,1.5210513E-5,1,Private
MAHONE,LUKE CHARLES,1.5210513E-5,1,Private
MAIN,DANIEL,1.5210513E-5,1,Private
MAINWARING,JOHN,1.5210513E-5,1,Company Sergeant Major
MAINWARING,LLOYD HEZEKIAH,1.5210513E-5,1,Private
MAIR,JAMES,1.5210513E-5,1,Private
MAITLAND,ANDREW,1.5210513E-5,1,Private
MAITLAND,JAMES,1.5210513E-5,1,Sergeant
MAJOR,ARTHUR CLIFFORD,1.5210513E-5,1,Acting Bombardier
MAJOR,CYRIL BISDEE,1.5210513E-5,1,Second Lieutenant
MAJOR,RONALD,1.5210513E-5,1,Private
MAKEPEACE,LIONEL EDGAR,1.5210513E-5,1,Private
MALCOLM,JAMES,1.5210513E-5,1,Private
MALDEIS,HARRY BERNARD,1.5210513E-5,1,Corporal
MALET,FRANCIS ARTHUR RIVERS,1.5210513E-5,1,Flight Sub Lieutenant
MALETTE,ARTHUR,1.5210513E-5,1,Private
MALEY,HENRY JOHN,1.5210513E-5,1,Private
MALLET,ANDREW,1.5210513E-5,1,Private
MALLINSON,FRANK,1.5210513E-5,1,Private
MALLORY,ARTHUR BURNHAM,1.5210513E-5,1,Private
MALLORY,HENRY,1.5210513E-5,1,Private
MALLORY,PHILIP EZRA,1.5210513E-5,1,Private
MALLOY,JOHN,1.5210513E-5,1,Private
MALONE,JOHN THOMAS,1.5210513E-5,1,Captain
MALONEY,CLARENCE HARROLD,1.5210513E-5,1,Private
MALONEY,HARRY FRANCIS,1.5210513E-5,1,Private
MALONEY,JAMES CHRISTOPHER,1.5210513E-5,1,Sergeant
MALONEY,RICHARD,1.5210513E-5,1,Corporal
MALTBY,RONALD PENNYCUIC,1.5210513E-5,1,Private
MALTON,ROBERT CLINTON,1.5210513E-5,1,Private
MANDEVILLE,VERNE ARTHUR,1.5210513E-5,1,Private
MANION,THOMAS,1.5210513E-5,1,Private
MANLEY,CLAUDE WELLINGTON,1.5210513E-5,1,Driver
MANLEY,FRANK,1.5210513E-5,1,Sapper
MANLEY,PERCY EDWARD,1.5210513E-5,1,Private
MANLEY,REGINALD JAMES,1.5210513E-5,1,Private
MANN,ALBERT JAMES,1.5210513E-5,1,Private
MANN,ALEXANDER,1.5210513E-5,1,Private
MANN,CHARLES,1.5210513E-5,1,Private
MANN,CYRIL WILLIAM,1.5210513E-5,1,Private
MANN,GEORGE,1.5210513E-5,1,Private
MANN,HENRY LORIMER,1.5210513E-5,1,Private
MANN,HENRY WARDILL,1.5210513E-5,1,Lance Serjeant
MANN,JACK,1.5210513E-5,1,Private
MANN,LAWRENCE,1.5210513E-5,1,Private
MANN,OSCAR,1.5210513E-5,1,Private
MANNING,DANIEL EDWARD VINCENT,1.5210513E-5,1,Private
MANNING,FRANK,1.5210513E-5,1,Private
MANNING,GORDON HERBERT,1.5210513E-5,1,Private
MANNING,WILLIAM GEORGE,1.5210513E-5,1,Private
MANSELL,EARL,1.5210513E-5,1,Private
MANSFIELD,ALEXANDER,1.5210513E-5,1,Private
MANSFIELD,BERT,1.5210513E-5,1,Private
MANSFIELD,CYRIL,1.5210513E-5,1,Private
MANSFIELD,HAROLD BARTON,1.5210513E-5,1,Second Lieutenant
MANSFIELD,HARVEY GEORGE,1.5210513E-5,1,Private
MANSFIELD,JOHN,1.5210513E-5,1,Company Sergeant Major
MANSON,GEORGE BANKS,1.5210513E-5,1,Corporal
MANSON,JOHN,1.5210513E-5,1,Private
MANTELL,AMOS ROSS,1.5210513E-5,1,Private
MANTLE,ALFRED FRANK,1.5210513E-5,1,Major
MANTON,HENRY JAMES,1.5210513E-5,1,Lance Corporal
MANTON,JOSEPH JAMES,1.5210513E-5,1,Sergeant
MANUEL,JACOB,1.5210513E-5,1,Private
MARA,JAMES,1.5210513E-5,1,Private
MARCH,WILLIAM,1.5210513E-5,1,Private
MARCHANT,CYRIL GORDON,1.5210513E-5,1,Private
MARCHANT,GEORGE,1.5210513E-5,1,Sergeant
MARCHANT,HENRY,1.5210513E-5,1,Private
MARCHBANK,JAMES,1.5210513E-5,1,Private
MARCHINGTON,JOHN DOUGLAS,1.5210513E-5,1,Private
MARCOTTE,JOSEPH AIME,1.5210513E-5,1,Private
MARCOUX,WILFRED,1.5210513E-5,1,Private
MARGARSON,JOHN,1.5210513E-5,1,Private
MARGESON,JAMES WILLIAM,1.5210513E-5,1,Private
MARINIER,HENRY,1.5210513E-5,1,Private
MARKEE,PERCY FRANCIS,1.5210513E-5,1,Private
MARLATT,EDWARD,1.5210513E-5,1,Private
MARLATT,HERBERT,1.5210513E-5,1,Lance Corporal
MARLATT,WALTER EARL,1.5210513E-5,1,Private
MARLER,NORMAN WESLEY,1.5210513E-5,1,Private
MAROTT,JOSEPH,1.5210513E-5,1,Private
MARQUIS,ALEXANDRE,1.5210513E-5,1,Private
MARR,GILBERT,1.5210513E-5,1,Private
MARR,WILLIAM,1.5210513E-5,1,Private
MARRIOTT,FRED,1.5210513E-5,1,Sergeant
MARRISON,FRED,1.5210513E-5,1,Private
MARSDEN,FRANK,1.5210513E-5,1,Lance Corporal
MARSDEN,FREDERICK,1.5210513E-5,1,Private
MARSDEN,JOHN,1.5210513E-5,1,Private
MARSDEN,THOMAS,1.5210513E-5,1,Private
MARSH,GEORGE ALFRED,1.5210513E-5,1,Private
MARSH,GILBERT,1.5210513E-5,1,Private
MARSH,HOWARD,1.5210513E-5,1,Lance Corporal
MARSH,LIONEL,1.5210513E-5,1,Private
MARSH,WILLIAM JOHN,1.5210513E-5,1,Private
MARSHALL,ALEXANDER,1.5210513E-5,1,Lance Corporal
MARSHALL,AUBREY MILTON,1.5210513E-5,1,Private
MARSHALL,BENJAMIN,1.5210513E-5,1,Private
MARSHALL,CALDWELL ALEXANDER,1.5210513E-5,1,Corporal
MARSHALL,DAVID,1.5210513E-5,1,Private
MARSHALL,GEORGE,1.5210513E-5,1,Private
MARSHALL,GEORGE HENRY,1.5210513E-5,1,Private
MARSHALL,GEORGE WILLIAM,1.5210513E-5,1,Private
MARSHALL,GORDON CLIFFORD,1.5210513E-5,1,Private
MARSHALL,JAMES,1.5210513E-5,1,Private
MARSHALL,JAMES GORDON,1.5210513E-5,1,Private
MARSHALL,JOHN ALFRED,1.5210513E-5,1,Private
MARSHALL,JOHN GEORGE,1.5210513E-5,1,Private
MARSHALL,JOHN ROBERT,1.5210513E-5,1,Private
MARSHALL,RICHARD JOHN,1.5210513E-5,1,Lance Corporal
MARSHALL,ROBERT,1.5210513E-5,1,Private
MARSHALL,THOMAS BENJAMIN,1.5210513E-5,1,Company Sergeant Major
MARSHALL,WALTER SYDNEY,1.5210513E-5,1,Lieutenant
MARSHALL,WILLIAM,1.5210513E-5,1,Private
MARSHALL,WILLIAM DONALD,1.5210513E-5,1,Private
MARSHALL,WILLIAM MCBRIDE,1.5210513E-5,1,Private
MARTELL,THOMAS RAYMOND,1.5210513E-5,1,Private
MARTIN,ALBERT,1.5210513E-5,1,Private
MARTIN,ARMAND,1.5210513E-5,1,Private
MARTIN,CHARLES,1.5210513E-5,1,Private
MARTIN,CHRISTOPHER,1.5210513E-5,1,Private
MARTIN,DAVID LEIGHTON,1.5210513E-5,1,Private
MARTIN,EMILE,1.5210513E-5,1,Sergeant
MARTIN,ERNEST,1.5210513E-5,1,Private
MARTIN,FREDERICK,1.5210513E-5,1,Private
MARTIN,GEORGE,1.5210513E-5,1,Gunner
MARTIN,JABEZ,1.5210513E-5,1,Lance Corporal
MARTIN,JAMES,1.5210513E-5,1,Private
MARTIN,JAMES DUNCAN,1.5210513E-5,1,Sergeant
MARTIN,LAWRENCE,1.5210513E-5,1,Private
MARTIN,PHILIP,1.5210513E-5,1,Sergeant
MARTIN,SIDNEY ALBERT,1.5210513E-5,1,Private
MARTIN,STANLEY,1.5210513E-5,1,Private
MARTIN,STANLEY FREDERICK AYLWIN,1.5210513E-5,1,Major
MARTIN,THOMAS GEOFFREY,1.5210513E-5,1,Private
MARTIN,WALTER THOMAS,1.5210513E-5,1,Private
MARTIN,WILLIAM,1.5210513E-5,1,Gunner
MARTIN,WILLIAM ARMSTRONG,1.5210513E-5,1,Private
MARTIN,WILLIAM BRADLEY,1.5210513E-5,1,Private
MARTIN,WILLIAM JOHN JOSEPH,1.5210513E-5,1,Private
MARTIN,WILLIAM PETER,1.5210513E-5,1,Lance Corporal
MARTINDALE,JOHN MARK DERWENT,1.5210513E-5,1,Corporal
MARTINEAU,ULDERIC,1.5210513E-5,1,Private
MARVEN,REGINALD,1.5210513E-5,1,Sergeant
MASDIN,ERNEST,1.5210513E-5,1,Private
MASH,JOHN,1.5210513E-5,1,Private
MASKELL,PETER,1.5210513E-5,1,Private
MASON,DORR LAWRENCE,1.5210513E-5,1,Private
MASON,HENRY,1.5210513E-5,1,Private
MASON,JAMES ALLEN,1.5210513E-5,1,Private
MASON,JOHN GORDON,1.5210513E-5,1,Private
MASON,PERCY STANLEY,1.5210513E-5,1,Private
MASON,WILLIAM EDWARD,1.5210513E-5,1,Private
MASON,WILLIAM THOMAS,1.5210513E-5,1,Private
MASSHEDER,HAROLD,1.5210513E-5,1,Private
MASSIE,CHARLES PATERSON,1.5210513E-5,1,Private
MASSON,JAMES HAMILTON,1.5210513E-5,1,Sergeant
MATHESON,HENRY,1.5210513E-5,1,Private
MATHESON,JOHN ROSS,1.5210513E-5,1,Private
MATHESON,KENNETH RODERICK,1.5210513E-5,1,Corporal
MATHEWS,CHARLES JAMES,1.5210513E-5,1,Private
MATHEWSON,JOHN,1.5210513E-5,1,Private
MATHIESON,ALEXANDER,1.5210513E-5,1,Private
MATTHEWS,FREDERICK ERNEST,1.5210513E-5,1,Private
MATTHEWS,FREDERICK JOHN,1.5210513E-5,1,Private
MATTHEWS,GEORGE COLLIER,1.5210513E-5,1,Private
MATTHEWS,HAROLD OWEN,1.5210513E-5,1,Private
MATTHEWS,HARRY CLIFFORD,1.5210513E-5,1,Private
MATTHEWS,HENRY JOHN,1.5210513E-5,1,Private
MATTHEWS,JOHN LAWRENCE MCGILL,1.5210513E-5,1,Private
MATTHEWS,WILLIAM MULLINS,1.5210513E-5,1,Private
MATTINGLEY,HARRY,1.5210513E-5,1,Private
MATTIX,DOUGLAS JAMES,1.5210513E-5,1,Private
MATTOCK,ROBERT CLEMENT,1.5210513E-5,1,Corporal
MAUND,FREDERICK CHARLES GARLAND,1.5210513E-5,1,Lieutenant
MAUPIN,BAYNE,1.5210513E-5,1,Private
